Fertilizer Name;N (%);P (%);K (%);Fertilizer Type;Absorption Rate (%);Price per kg (TND);State;Region of Use in Tunisia;Specific Crop;Crop N;Crop P;Crop K;Application Method;Root Depth (cm);Soil_P;Soil_K;Soil_N;pH;Usage (Dosage)
AMMONIUM SULFATE;15;15;10;Liquid;50;3.49;Ben Arous;North;Potato;61;62;21;Soil Application;50;30.0;135.9;32.36693040607497;7.617574038687617;13.05
HOLD plus;5;10;20;Granular;80;2.41;Ben Arous;North;Tomato;142;33;22;Radicular and Foliar;45;26.2;123.39816404878712;29.82792494867211;7.586387023205728;5.0
HOLD plus;5;10;20;Granular;80;2.94;Zaghouan;North;Tomato;142;33;22;Radicular and Foliar;45;18.7;;76.1812196483777;7.4171103712351325;5.0
ACM BORO;12;15;15;Granular;70;3.42;Bizerte;North;Barley;127;39;57;Foliar;55;30.64544609191028;87.19890349045224;40.31871976142869;6.726057393854062;5.76
SANBIO PLANTA;15;10;15;Organic;80;3.17;Tozeur;South;Tomato;142;33;22;Soil Application;45;23.091108796538425;61.87616248529062;16.89464212032573;8.362711942439038;5.96
HUMILIG 11-5;11;5;10;Chemical;90;2.0;Tataouine;South;Barley;127;39;57;Radicular;55;23.5;78.99806629076593;;7.719563087276814;5.0
HUMIFERT LIQUID;10;10;10;Liquid;50;2.73;Zaghouan;North;Olive;146;70;40;Radicular and Foliar;80;17.2806187902977;149.44817153257404;;7.218196920466384;5.0
PHOSFERT 18-46-0;18;46;0;Granular;80;4.15;Monastir;Central;Wheat;41;73;79;Soil Application;60;11.7;97.89100533766668;20.8;7.96268438196157;44.55
HUMIFERT LIQUID;10;10;10;Liquid;46;2.49;Sousse;Central;Olive;146;70;40;Radicular and Foliar;80;17.046182670323002;64.95309442216978;44.7;7.592099218854932;12.91
ALGAPOWER;15;10;10;Organic;55;2.31;Gafsa;South;Wheat;41;73;79;Radicular and Foliar;60;10.8348377058643;64.4;36.13889446167463;8.016374304604179;7.41
VIGORAL MOL;15;12;15;Chemical;80;2.8;Kasserine;Central;Tomato;142;33;22;Radicular and Foliar;45;28.11073018763407;124.09206456376548;48.64735045594541;8.104872985329916;5.79
NITROCAL 20-0-0 + 15CaO;20;0;0;Organic;65;2.22;Monastir;Central;Tomato;142;33;22;Soil Application;45;12.2;93.2;19.1;7.827679248792595;130.5
AMMONIUM SULFATE;15;15;10;Liquid;50;3.0;Nabeul;North;Tomato;142;33;22;Soil Application;45;22.6;123.3;55.518610798764;6.9128730029887855;13.16
ALGAPOWER;15;10;10;Organic;50;2.68;Beja;North;Olive;146;70;40;Radicular and Foliar;80;;130.92740733694643;36.75957591231125;6.970912940909573;5.06
VITANICA RZ BIO;15;15;10;Organic;80;2.61;Tunis;North;Wheat;41;73;79;Radicular and Foliar;60;26.4;167.1;63.87780607099916;7.046174049630175;5.0
ICI;12;5;15;Granular;76;2.87;Bizerte;North;Tomato;142;33;22;Radicular and Foliar;45;32.56592538873377;94.5;47.7;6.754173721453977;5.66
ALGALIV;10;5;10;Organic;85;2.47;Tunis;North;Corn;142;61;34;Radicular and Foliar;70;21.7;168.0;64.65811517246968;7.0592924303024;7.65
ACM SEAFORCE;5;10;15;Liquid;85;2.51;Zaghouan;North;Olive;146;70;40;Seed Treatment and Foliar;80;15.5;157.22774673720957;80.0;7.181564768287625;5.0
MOLEX;5;15;25;Chemical;75;3.64;Gabes;South;Tomato;142;33;22;Radicular and Foliar;45;5.4;92.43891002209668;38.097052338601095;8.189241807081743;5.0
VITAMINA MIX;15;10;5;Liquid;70;2.83;Gabes;South;Corn;142;61;34;Radicular;70;5.039392952162324;92.04242929088235;35.1;8.513190382627515;16.28
ACM POTASIO GEL;12;15;20;Liquid;80;2.96;Ben Arous;North;Potato;61;62;21;Radicular and Foliar;50;30.43385000560049;125.39329650734346;32.4;7.742777018491214;5.0
ZINC SULFATE;5;10;15;Liquid;60;2.73;Ariana;North;Wheat;41;73;79;Soil Application;60;19.2;92.11412461701605;;7.156258335306602;5.46
JISAQUEL FE S-6;10;10;20;Liquid;63;3.18;Tunis;North;Olive;146;70;40;Radicular and Soil Application;80;26.675270527594737;161.7014943228154;72.9983696037025;6.962129852922899;5.0
BORKO;10;5;15;Chemical;80;2.5;Sfax;South;Wheat;41;73;79;Radicular and Foliar;60;6.20024923187362;89.0;38.3;7.472348357582014;5.0
ALGADUL;5;10;10;Granular;65;2.5;Jendouba;North;Corn;142;61;34;Radicular and Foliar;70;30.2;85.78125312058162;62.0;6.593097631078063;9.73
TURBO;15;10;15;Chemical;60;3.03;Tunis;North;Tomato;142;33;22;Radicular and Foliar;45;24.085974139280506;143.4;62.05689617744779;6.814618562267827;7.63
TERIOS LIQUIDO;5;5;20;Chemical;70;2.84;Kef;Central;Corn;142;61;34;Radicular;70;15.0;94.3;25.620221693983183;7.928915966027476;5.0
Urea;46;0;0;Granular;50;2.86;Nabeul;North;Barley;127;39;57;Radicular;55;21.989203485788195;130.6;52.6;6.880510054941656;159.64
FULLVIGOR;12;5;20;Liquid;65;3.2;Nabeul;North;Barley;127;39;57;Radicular;55;22.4;129.4;53.934910715598384;6.965403403872289;5.0
SUPER FIFTY;10;5;10;Liquid;79;1.93;Siliana;Central;Wheat;41;73;79;Radicular and Foliar;60;17.897238589571362;79.3787781029122;59.9;7.172552382925619;5.47
AGRI M40;16;10;20;Granular;75;3.21;Beja;North;Potato;61;62;21;Radicular;50;25.5;127.0932830686826;44.12096866802817;6.972809629968441;5.0
HUMILIG 11-5;11;5;10;Chemical;90;2.49;Kebili;South;Potato;61;62;21;Radicular;50;17.83283708337601;72.5;43.8;7.905567724512475;7.33
GLYBET;20;10;10;Liquid;80;2.55;Beja;North;Wheat;41;73;79;Radicular and Foliar;60;27.470860945923903;136.2;36.8;6.889151443816085;5.0
PANORAMIX WHEAT;10;5;10;Liquid;80;2.18;Sfax;South;Olive;146;70;40;Seed Treatment;80;6.343845160438835;98.07220589806562;38.196927416962446;7.69106067760958;7.22
ACA 27 ORGANIC;10;15;15;Chemical;85;3.5;Kairouan;Central;Corn;142;61;34;Radicular and Foliar;70;19.18462528161121;63.177834851277446;57.3;7.833036486283452;5.0
POTASSIUM NITRATE;15;10;15;Granular;55;3.16;Kebili;South;Barley;127;39;57;Soil Application;55;19.3;71.45083754698265;38.59700480994745;7.852369557648597;7.76
COPPER SULFATE;10;15;15;Granular;55;2.74;Sidi Bouzid;Central;Corn;142;61;34;Soil Application;70;11.7;69.1;21.168505220086328;7.114336368834655;7.44
Potash;0;0;60;Granular;55;4.17;Tataouine;South;Wheat;41;73;79;Radicular and Soil Application;60;21.6;77.87659185877641;23.68923180457836;7.6399031605482;5.0
RHYZO;8;10;5;Liquid;55;2.04;Tataouine;South;Barley;127;39;57;Radicular;55;20.56542283401668;75.68077860820414;21.9;7.491391771055567;20.63
ECOFERT 5-3-4;5;3;4;Granular;60;1.77;Tunis;North;Barley;127;39;57;Soil Application;55;;146.5;72.3;7.1657558645730255;15.15
ALGA-PLEX;10;5;10;Chemical;60;2.26;Gabes;South;Olive;146;70;40;Radicular and Foliar;80;5.1;77.4811735687888;35.74422455799391;8.14834083312809;8.89
ACM MAR 20;5;15;10;Granular;50;2.12;Ariana;North;Tomato;142;33;22;Radicular and Foliar;45;19.69991258516956;100.4;32.48882348813412;7.25886834166142;13.5
FULLVIGOR;12;5;20;Liquid;65;2.76;Medenine;South;Potato;61;62;21;Radicular;50;21.480207537655225;44.8;24.386304166574394;7.72002619608622;6.16
CONTROLPHYT Cu;12;10;5;Organic;85;2.41;Sidi Bouzid;Central;Barley;127;39;57;Radicular and Foliar;55;11.4;61.85537638741257;24.15176896054706;7.324860207254765;14.64
MIX DRIP COMPBI;5;10;20;Granular;70;2.35;Ben Arous;North;Tomato;142;33;22;Radicular and Foliar;45;29.19103750365586;133.85475645142589;34.0670289545182;7.9213793282718;5.06
ACM COBRE;12;15;10;Organic;50;2.46;Tozeur;South;Corn;142;61;34;Radicular and Foliar;70;23.76935908728481;70.69534004685957;14.726519328046916;8.186888162620656;10.86
BIOZINC;10;10;5;Liquid;50;1.98;Medenine;South;Potato;61;62;21;Foliar;50;20.7;45.61812106567118;23.7;7.712066422695669;22.97
SANBIO PLANTA;15;10;15;Organic;80;3.42;Gafsa;South;Tomato;142;33;22;Soil Application;45;11.526744159377508;61.9;41.45643046888636;8.192323245220939;6.79
TURBO;15;10;15;Chemical;60;2.8;Kairouan;Central;Olive;146;70;40;Radicular and Foliar;80;21.3;65.3143834074452;52.8;7.822136100733241;5.85
AGRIFUL;15;10;15;Organic;70;2.52;Manouba;North;Olive;146;70;40;Radicular and Foliar;80;35.5;94.43816591626062;39.58467954288162;6.770566940318093;5.38
BOMBARDIER SUGAR;15;15;10;Granular;50;3.28;Gabes;South;Tomato;142;33;22;Radicular and Foliar;45;5.502175083257503;98.0163454115642;38.010963878323125;8.22356790630692;13.54
ICI;12;5;15;Granular;80;2.2;Sidi Bouzid;Central;Tomato;142;33;22;Radicular and Foliar;45;11.200909249457045;71.3;19.4;7.507524321757672;6.49
ACM MAR S;15;10;10;Granular;90;2.92;Manouba;North;Potato;61;62;21;Foliar;50;34.8;101.8;37.3;6.956096262342172;8.36
MainstayCalcio;15;5;5;Liquid;60;1.93;Mahdia;Central;Tomato;142;33;22;Radicular and Foliar;45;13.718996291673005;90.69592799696784;35.232584259606995;7.66507988906341;23.16
ECORMON;5;5;15;Chemical;85;2.6;Gabes;South;Potato;61;62;21;Radicular and Foliar;50;5.024319681028495;86.80970087342672;41.3;8.201887477093155;5.93
FULVILAND;15;10;12;Chemical;63;3.0;Mahdia;Central;Barley;127;39;57;Radicular and Foliar;55;14.0;110.98900662796449;31.9;7.565155618381041;9.13
FORCE CYT;10;15;5;Organic;80;2.32;Gabes;South;Tomato;142;33;22;Radicular and Foliar;45;5.3;87.40854163597622;35.54521525241169;8.309665316593435;17.81
Ammonium Nitrate;34;0;0;Granular;52;2.71;Nabeul;North;Corn;142;61;34;Soil Application;70;24.31860398401591;105.33386496019138;48.60643822974115;6.661674246060795;139.36
CRIPTHUM;18;15;20;Organic;61;3.55;Gafsa;South;Barley;127;39;57;Radicular;55;11.873732935495408;59.14996560693271;39.8;8.034704291046193;5.77
BASFOLIAR SIZE SL;15;5;15;Organic;50;2.47;Kebili;South;Potato;61;62;21;Foliar;50;20.576839080041392;81.53585239212772;44.911495830058335;8.097542327184126;8.35
CONTROLPHYT Cu;12;10;5;Organic;90;2.54;Tozeur;South;Barley;127;39;57;Radicular and Foliar;55;24.1;64.5;13.1;8.256796798958527;14.08
TURBO;15;10;15;Chemical;60;2.62;Ben Arous;North;Potato;61;62;21;Radicular and Foliar;50;30.665003275528925;113.0;32.139027741438106;7.364566798701321;8.02
Tradecitrus;15;10;15;Chemical;75;3.1;Sidi Bouzid;Central;Olive;146;70;40;Radicular and Foliar;80;11.856548730303471;65.83794043053103;20.46255047482364;7.4140694827895395;5.26
MAX SEASAILER;15;10;15;Liquid;80;2.57;Ariana;North;Corn;142;61;34;Radicular and Foliar;70;20.25370710400045;98.9;37.8;7.377148971570677;5.0
FLOCROP B;15;10;5;Liquid;70;2.44;Kasserine;Central;Wheat;41;73;79;Radicular and Foliar;60;29.8;122.19222584801471;44.315314578912734;7.886561424410303;5.0
ESPARTAN;5;8;25;Granular;55;2.51;Manouba;North;Barley;127;39;57;Radicular;55;35.81055634781404;90.75929102787448;39.18444215494219;6.666134876533124;5.0
ULTRAFERRO;15;10;15;Granular;85;3.19;Sousse;Central;Potato;61;62;21;Radicular;50;14.576816541573937;64.32770536960739;47.10872605358669;7.452342693105388;5.41
TERIOS LIQUIDO;5;5;20;Chemical;70;2.04;Sfax;South;Corn;142;61;34;Radicular;70;6.4;93.5;43.75952619767328;7.580476257408803;5.0
Urea;46;0;0;Granular;50;3.65;Medenine;South;Wheat;41;73;79;Radicular;60;21.0;42.816967111463015;22.57798139976905;7.680293539337182;54.26
VEGETAMIN ECO;15;15;10;Chemical;80;3.09;Kasserine;Central;Corn;142;61;34;Radicular and Foliar;70;28.18274205896516;124.9608657925269;39.677019504796064;7.81739323501759;6.95
POTASSIUM NITRATE;15;10;15;Granular;55;2.67;Sfax;South;Corn;142;61;34;Soil Application;70;6.4;86.9;43.5;7.44249107785307;6.99
WUXAL ASCOFOL;15;15;10;Liquid;70;2.77;Sousse;Central;Potato;61;62;21;Foliar;50;16.281387945709646;67.91779182262528;52.71370801401014;7.277598706874785;8.55
FERTIGRAIN START;15;15;15;Organic;50;3.31;Ariana;North;Wheat;41;73;79;Seed Treatment;60;20.24753222545267;95.42790746501282;;7.278783013059273;5.0
ACM HUMIC;12;15;10;Granular;50;2.96;Tunis;North;Potato;61;62;21;Radicular and Foliar;50;22.946753787496647;139.0;67.16367993098305;7.319465991012487;6.79
IRONMAX 6%;5;15;10;Liquid;70;2.35;Gabes;South;Wheat;41;73;79;Foliar;60;5.197286684555638;86.70869296718931;39.4;8.098740764519947;8.43
BIOCALCIUM;10;15;15;Chemical;55;3.08;Mahdia;Central;Potato;61;62;21;Radicular and Foliar;50;13.6;105.8;30.877551619647072;7.315409764989078;7.71
CALCIUM NITRATE;10;15;15;Organic;56;3.26;Kairouan;Central;Olive;146;70;40;Soil Application;80;21.57051598796299;78.07125133307568;56.86678871071817;7.809033998730227;6.73
FERROACTIV H48;15;10;5;Chemical;70;2.82;Ben Arous;North;Barley;127;39;57;Foliar;55;32.2079940128993;118.9;31.212051060925404;7.283343069590991;15.32
VEGETAMIN ECO;15;15;10;Chemical;80;2.63;Ben Arous;North;Olive;146;70;40;Radicular and Foliar;80;28.419990281358373;126.0357533715272;31.12201065103284;7.445217855505736;6.52
JISAQUEL FE S-6;10;10;20;Liquid;60;3.22;Kef;Central;Wheat;41;73;79;Radicular and Soil Application;60;16.4;89.29454547679426;25.6200332128311;7.666209467363777;5.0
FORCE SOIL;15;10;5;Granular;90;2.23;Kebili;South;Olive;146;70;40;Horticulture;80;18.93138647384661;78.0797200781382;37.8;7.718943337842073;11.26
COPPER SULFATE;10;15;15;Granular;55;3.24;Sfax;South;Corn;142;61;34;Soil Application;70;6.0;92.3;40.2;8.029162450119781;7.51
HUMILAND;15;12;10;Liquid;50;3.28;Jendouba;North;Tomato;142;33;22;Radicular;45;30.66086383725685;91.39515775987692;64.54850710044666;6.764236329159093;10.7
MANGANESE SULFATE;5;10;5;Chemical;70;1.57;Siliana;Central;Tomato;142;33;22;Soil Application;45;16.6;78.767858304321;51.46734587859704;7.218919151030858;19.37
RHYZO;8;10;5;Liquid;55;2.06;Siliana;Central;Wheat;41;73;79;Radicular;60;17.391249624652296;83.31057573315283;48.6;7.305859002800297;8.29
FERTICROP ORGANIC PLUS;15;12;15;Organic;55;2.82;Jendouba;North;Tomato;142;33;22;Soil Application;45;29.9;78.90511268351914;58.35165416341452;6.433543073403839;7.81
GOLDEN FER;12;10;5;Liquid;70;2.06;Bizerte;North;Wheat;41;73;79;Radicular and Soil Application;60;32.928529829780054;83.9;43.76487077315477;6.760805104232697;5.41
KALIFERT 0-0-50;0;0;50;Granular;65;3.61;Mahdia;Central;Tomato;142;33;22;Soil Application;45;15.9;92.65877856530446;31.5;7.683617133231165;5.0
GLYBET;20;10;10;Liquid;80;3.44;Tozeur;South;Corn;142;61;34;Radicular and Foliar;70;22.7;65.32744520299258;15.376957260813866;8.160211413917676;7.2
TECAMIN MAX;5;10;10;Chemical;49;2.48;Monastir;Central;Wheat;41;73;79;Radicular and Foliar;60;10.926811410712794;100.5;22.70940929716193;8.053743765731825;12.31
ALGAMAX ORGANIC;10;10;15;Liquid;50;2.38;Kasserine;Central;Potato;61;62;21;Foliar;50;32.70561616456553;102.6607471027037;44.7;7.891405779683186;9.27
MainstayCalcio;15;5;5;Liquid;60;1.82;Kasserine;Central;Corn;142;61;34;Radicular and Foliar;70;29.955683425837083;;41.67164200743507;7.809553339091996;18.82
TUNIFERT 12-12-17;12;12;17;Organic;80;2.89;Beja;North;Tomato;142;33;22;Soil Application;45;23.98589393008309;125.13358119553956;42.7;6.98997776506218;5.18
NITROCAL 20-0-0 + 15CaO;20;0;0;Organic;65;1.78;Kasserine;Central;Tomato;142;33;22;Soil Application;45;31.8;121.6;42.75074866458355;7.836602532939087;118.91
ACM CALCIO PLUS;12;10;12;Organic;75;2.35;Sfax;South;Olive;146;70;40;Radicular and Foliar;80;6.364160373488167;92.84471075742576;42.6;7.683742827588771;6.23
ACA 27 ORGANIC;10;15;15;Chemical;85;2.61;Siliana;Central;Corn;142;61;34;Radicular and Foliar;70;18.2;73.7;54.1;7.482805822410563;5.2
FERTIMAX 15-15-15;15;15;15;Granular;60;3.74;Gabes;South;Wheat;41;73;79;Soil Application;60;4.926901294990586;82.0;34.7;8.182442325082;5.9
HUMIFERT LIQUID;10;10;10;Liquid;50;2.33;Gafsa;South;Wheat;41;73;79;Radicular and Foliar;60;11.4;;35.8;8.281696883945658;10.59
FLOCROP B;15;10;5;Liquid;70;2.58;Gabes;South;Corn;142;61;34;Radicular and Foliar;70;5.292698873162159;79.7;42.12194336319083;8.078986202498253;17.15
ALGALIV;10;5;10;Organic;85;1.93;Jendouba;North;Barley;127;39;57;Radicular and Foliar;55;28.32070436840316;79.10182736573739;58.31855899894624;6.773408868558333;6.7
DEFENDER MZ;10;15;10;Liquid;85;2.38;Manouba;North;Potato;61;62;21;Radicular and Foliar;50;31.99080607007147;87.44617592168935;39.73954837755264;6.733397432201862;7.91
MANGANESE SULFATE;5;10;5;Chemical;70;1.5;Tataouine;South;Barley;127;39;57;Soil Application;55;25.11989780991536;88.8617415188038;21.26913844004051;7.416206668439773;18.16
GOLDEN FER;12;10;5;Liquid;69;2.53;Nabeul;North;Olive;146;70;40;Radicular and Soil Application;80;24.63091209075287;122.3;56.2;7.038991983450682;15.86
ACM FUL EXTRA;5;10;15;Liquid;85;2.99;Bizerte;North;Tomato;142;33;22;Radicular and Foliar;45;32.7137702712599;91.9;43.94210836655456;6.981788632559351;5.0
HOLD plus;5;10;20;Granular;80;2.87;Monastir;Central;Olive;146;70;40;Radicular and Foliar;80;12.95626371336832;88.6;18.6;7.943717500001965;5.0
HUMILIG 11-5;11;5;10;Chemical;90;2.48;Ariana;North;Tomato;142;33;22;Radicular;45;17.168108709862885;83.21772416582684;32.2;7.314138537059027;8.2
AMINO Mn/Zn;15;15;15;Chemical;50;3.38;Tozeur;South;Tomato;142;33;22;Foliar;45;23.554410623906925;69.66820872580388;14.43100681612674;8.416070886631653;8.77
ACA 27 ORGANIC;10;15;15;Chemical;89;3.15;Tataouine;South;Potato;61;62;21;Radicular and Foliar;50;19.41832826881558;69.21187465379103;22.596596687247896;7.624442637248549;5.56
IRON CHELATE 6%;15;5;15;Liquid;80;3.25;Mahdia;Central;Corn;142;61;34;Foliar;70;13.194119644377182;98.8;29.5;7.433724321759854;5.31
PANORAMIX WHEAT;10;5;10;Liquid;80;2.54;Kairouan;Central;Tomato;142;33;22;Seed Treatment;45;21.19731120898486;72.75989685307165;56.890572519904325;7.877593059722391;9.33
BIOZINC;10;10;5;Liquid;50;2.56;Kebili;South;Tomato;142;33;22;Foliar;45;18.55663065241524;71.63375657568653;37.2;7.841264382482229;25.65
CALFERT 15-0-0 + 20CaO;15;0;0;Organic;81;2.18;Gabes;South;Olive;146;70;40;Radicular and Foliar;80;4.38151381985482;83.81770638788282;34.588427596221344;8.250990458675053;84.14
ALGA-PLEX;10;5;10;Chemical;60;1.97;Tataouine;South;Potato;61;62;21;Radicular and Foliar;50;21.20877266072985;72.9;25.05212560549764;7.758236735876151;11.36
ICC;15;5;10;Liquid;90;2.73;Bizerte;North;Potato;61;62;21;Radicular and Foliar;50;26.895859943338383;96.6;39.815431673573634;6.8622458957805;7.57
CALFERT 15-0-0 + 20CaO;15;0;0;Organic;80;1.66;Kasserine;Central;Wheat;41;73;79;Radicular and Foliar;60;26.6;118.3880468877075;45.63222416392164;7.885431651860867;5.26
CRIPTHUM;18;15;20;Organic;65;3.19;Tataouine;South;Tomato;142;33;22;Radicular;45;19.78140778061412;71.9;21.488854185400097;7.64633272591179;5.53
ULTRAFERRO;15;10;15;Granular;85;2.58;Kef;Central;Potato;61;62;21;Radicular;50;14.4;86.14396729800973;24.9;7.765054202713816;5.85
SANBIO PLANTA;15;10;15;Organic;77;3.41;Mahdia;Central;Tomato;142;33;22;Soil Application;45;15.250075741660316;108.897836780412;35.04149263730636;7.548310826741319;6.34
BLACKFORT;10;5;10;Granular;72;2.17;Kasserine;Central;Olive;146;70;40;Radicular and Foliar;80;29.6;122.18056097080584;42.05780825963792;7.927719203356004;8.3
TURBO;15;10;15;Chemical;60;2.91;Sidi Bouzid;Central;Tomato;142;33;22;Radicular and Foliar;45;11.311586842962924;81.2;24.880468719357854;7.43600275011036;8.96
PHOSFERT 18-46-0;18;46;0;Granular;80;4.0;Siliana;Central;Corn;142;61;34;Soil Application;70;18.093685490595444;73.28747051694462;49.47672207966678;7.216359013070615;52.48
DAP;18;46;0;Granular;65;4.31;Kebili;South;Wheat;41;73;79;Radicular and Soil Application;60;18.810518393565943;74.0;43.3;7.763530569270962;9.94
ICC;15;5;10;Liquid;90;2.09;Kasserine;Central;Potato;61;62;21;Radicular and Foliar;50;25.706973286475023;110.81420824155488;45.98532323774431;7.777712892686036;7.77
NITROPLUS 30-0-0;30;0;0;Organic;85;2.05;Mahdia;Central;Tomato;142;33;22;Soil Application;45;14.843611304026492;105.7;34.1;7.291611579773971;113.2
ULTRAFERRO;15;10;15;Granular;85;2.92;Nabeul;North;Barley;127;39;57;Radicular;55;22.08218728588216;107.04991786148403;51.58105516566496;6.929702968767784;5.12
BORKO;10;5;15;Chemical;80;2.71;Jendouba;North;Olive;146;70;40;Radicular and Foliar;80;32.51665442904937;77.2;58.8;6.464386481952606;5.0
FLOCROP B;15;10;5;Liquid;70;2.74;Gafsa;South;Tomato;142;33;22;Radicular and Foliar;45;11.49646689413325;54.21344661628194;36.26771759484552;7.96525713849779;18.51
Superphosphate;0;20;0;Granular;45;1.65;Kebili;South;Corn;142;61;34;Radicular and Soil Application;70;19.255415237228;78.27772943188553;37.2;8.13355242975292;154.3
ULTRAFERRO;15;10;15;Granular;82;2.78;Tataouine;South;Corn;142;61;34;Radicular;70;20.76398503222211;76.44926301534754;26.291638339514705;7.587232495558609;5.01
SANBIO EPSOMIT;15;15;5;Granular;70;2.37;Tozeur;South;Barley;127;39;57;Soil Application;55;24.9;70.9522255835406;13.711060484734096;8.16902315342567;16.62
SULFOMAG 0-0-22 + 11S + 11MgO;0;0;22;Organic;60;1.92;Kairouan;Central;Barley;127;39;57;Soil Application;55;19.9;79.96868935859742;59.83891425545429;7.8954956465666895;5.32
REZIST;10;15;5;Liquid;50;2.83;Sidi Bouzid;Central;Barley;127;39;57;Radicular and Foliar;55;12.1;75.4921721513857;23.7;7.711895020688821;21.85
HUMILAND;15;12;10;Liquid;51;3.07;Ariana;North;Barley;127;39;57;Radicular;55;;87.47517504727877;30.4;7.392673843399087;5.24
CAOS XT;15;10;15;Chemical;55;2.5;Zaghouan;North;Tomato;142;33;22;Radicular and Foliar;45;17.5;168.2;86.06625778264332;7.172092035051272;8.61
BESTCURE;15;10;10;Liquid;75;3.24;Manouba;North;Olive;146;70;40;Radicular and Foliar;80;37.10482097068756;91.37353748065344;40.4;6.61011317853615;7.76
IRON CHELATE 6%;15;5;15;Liquid;80;2.89;Nabeul;North;Potato;61;62;21;Foliar;50;24.0;106.11404018841068;51.3209176142292;6.961995504251034;5.2
POTAFERT 0-0-60;0;0;60;Liquid;65;3.87;Manouba;North;Barley;127;39;57;Soil Application;55;37.1;103.34979172430712;41.20689513945172;6.605037161062254;5.0
AMINOPLUS ORGANIC;10;5;10;Granular;55;2.74;Gafsa;South;Corn;142;61;34;Radicular and Foliar;70;10.804812034434716;52.1;36.84270864581411;8.288472835863626;10.97
HUMILIG 11-5;11;5;10;Chemical;90;2.69;Nabeul;North;Olive;146;70;40;Radicular;80;22.12227943686417;116.0261246627906;48.1;6.829604596440221;6.34
ALGA-PLEX;10;5;10;Chemical;60;2.64;Sousse;Central;Olive;146;70;40;Radicular and Foliar;80;17.7;60.40223933806835;45.12225020539963;7.420958442315736;8.59
AGRIFUL;15;10;15;Organic;70;2.88;Siliana;Central;Barley;127;39;57;Radicular and Foliar;55;16.8;76.1;48.3664444158726;7.501087579888195;6.23
PERFECTOSE;15;5;10;Liquid;50;2.29;Beja;North;Potato;61;62;21;Radicular and Foliar;50;25.4;140.5;41.73099748055053;7.289892211419207;13.8
ALGA-PLEX;10;5;10;Chemical;60;2.05;Medenine;South;Corn;142;61;34;Radicular and Foliar;70;20.4;43.02111035462356;27.2;7.734307829503797;10.06
Ammonium Nitrate;34;0;0;Granular;52;2.21;Tozeur;South;Barley;127;39;57;Soil Application;55;22.1;68.4;14.7;8.141397897582893;142.07
BIORADICANTE;10;5;15;Liquid;70;2.63;Tozeur;South;Tomato;142;33;22;Radicular;45;23.8;70.38917041197816;14.7;8.228048957286711;7.12
FULLVIGOR;12;5;20;Liquid;65;2.87;Manouba;North;Tomato;142;33;22;Radicular;45;35.15561972619125;93.97650795110268;44.675484988885295;6.418575275026719;5.0
ALGALIV;10;5;10;Organic;85;2.05;Sidi Bouzid;Central;Potato;61;62;21;Radicular and Foliar;50;11.213917855142132;67.0;21.94525509688863;7.313739870675287;8.86
Superphosphate;0;20;0;Granular;45;2.01;Ben Arous;North;Wheat;41;73;79;Radicular and Soil Application;60;27.4;120.86541578632254;30.732538146767588;7.65120623437828;157.15
Nutriplusorganic 4-3-3;4;3;3;Organic;60;1.53;Beja;North;Olive;146;70;40;Soil Application;80;27.7;144.0;37.77494590605408;6.765859423186615;29.78
FOLIARFEED 10-5-5;10;5;5;Granular;65;1.6;Monastir;Central;Wheat;41;73;79;Foliar;60;12.571673822544495;97.92661750210628;23.65054592400908;7.854973273450804;17.48
IRON CHELATE 6%;15;5;15;Liquid;80;2.72;Gabes;South;Wheat;41;73;79;Foliar;60;5.200070172411988;98.9;39.0;8.218543180586927;5.0
FERTIGRAIN START;15;15;15;Organic;50;3.08;Ben Arous;North;Potato;61;62;21;Seed Treatment;50;30.5;124.8;31.09945181024352;7.589113863319649;8.85
TARSSAN MIX;5;10;20;Granular;50;2.65;Monastir;Central;Corn;142;61;34;Radicular;70;13.6;83.36720964437595;21.61905334368811;7.947980117227583;5.97
FERTIMAX 15-15-15;15;15;15;Granular;60;3.18;Zaghouan;North;Olive;146;70;40;Soil Application;80;15.9;140.7;78.42827078097575;7.00317461686545;6.36
FOLIASTIM MN/ZN;15;15;5;Liquid;75;2.42;Tataouine;South;Wheat;41;73;79;Radicular;60;19.9;70.65171588894978;23.7;7.500493095461181;49.81
BOMBARDIER SUGAR;15;15;10;Granular;45;3.13;Ben Arous;North;Barley;127;39;57;Radicular and Foliar;55;27.2;130.2;32.9;7.20944348149054;13.25
HUMILIG 11-5;11;5;10;Chemical;90;2.59;Gabes;South;Tomato;142;33;22;Radicular;45;5.116373718004093;92.4;37.758314550410994;8.000166786342753;9.7
CONTROLPHYT Cu;12;10;5;Organic;85;2.06;Ben Arous;North;Corn;142;61;34;Radicular and Foliar;70;28.73427288269997;121.3;32.3;7.572112225960851;14.18
ASCOFILLUM;15;10;10;Chemical;70;2.58;Kebili;South;Wheat;41;73;79;Radicular and Foliar;60;23.268674307295623;79.34487620341996;43.95233598175631;8.065804712185162;5.0
ACM AMINO 45 SOLID;15;15;15;Organic;85;3.67;Gabes;South;Barley;127;39;57;Soil Application;55;4.813041951665479;83.1;38.864673890093904;8.222633607423937;5.63
