STATIONNAME,CLIMATEZONE,CROP,COUNTRY,YA,YP,Source_Type,LONGITUDE,LATITUDE,ELEVATION_METER,AREA_IN_CLIMATEZONE_HA,TOTAL_AREA_HA,NUMBER_OF_CONTRIBUTING_STATIONS,NUMBER_OF_CONTRIBUTING_CLIMATEZONES,Data_Type,MANAGEMENT,CROPCYCLE,HARVESTYEAR,SOWINGDATE,CULTIVARMATURITY,USEDMODEL,Irrigation_Type
Kasserine,3,Wheat,Tunisia,2.95,5.365,Station,8.83,35.17,660,9500,21000,2,1,Merged Data,Single Wheat,1,2006,11,181.0,WOFOST,1
Kasserine,3,Wheat,Tunisia,3.06,5.56,Station,8.83,35.17,660,9500,21000,2,1,Merged Data,Single Wheat,1,2007,11,156.0,WOFOST,1
Kasserine,3,Wheat,Tunisia,4.36,6.49,Station,8.83,35.17,660,9500,21000,3,2,Merged Data,Single Wheat,1,2008,11,161.0,WOFOST,1
Kasserine,3,Wheat,Tunisia,2.69,5.119999999999999,Station,8.83,35.17,660,9500,21000,2,1,Merged Data,Single Wheat,1,2009,11,171.0,WOFOST,1
Kasserine,3,Wheat,Tunisia,3.32,5.94,Station,8.83,35.17,660,9500,21000,3,4,Merged Data,Single Wheat,1,2010,11,182.0,WOFOST,1
Kasserine,3,Wheat,Tunisia,3.81,7.02,Station,8.83,35.17,660,9500,21000,3,2,Merged Data,Single Wheat,1,2011,11,155.0,WOFOST,1
Kasserine,3,Wheat,Tunisia,2.7,5.045,Station,8.83,35.17,660,9500,21000,1,2,Merged Data,Single Wheat,1,2012,11,185.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.4,5.83,Station,8.83,35.17,660,9500,21000,1,4,Merged Data,Single Barley,1,1990,11,147.0,WOFOST,1
Kasserine,3,Barley,Tunisia,2.97,5.315,Station,8.83,35.17,660,9500,21000,3,5,Merged Data,Single Barley,1,1991,11,145.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.66,6.69,Station,8.83,35.17,660,9500,21000,3,1,Merged Data,Single Barley,1,1992,11,163.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.7,5.745,Station,8.83,35.17,660,9500,21000,3,1,Merged Data,Single Barley,1,1993,11,170.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.68,5.295,Station,8.83,35.17,660,9500,21000,2,5,Merged Data,Single Barley,1,1994,11,169.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.23,5.335,Station,8.83,35.17,660,9500,21000,2,4,Merged Data,Single Barley,1,1995,11,152.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.11,6.145,Station,8.83,35.17,660,9500,21000,1,5,Merged Data,Single Barley,1,1996,11,146.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.37,5.915,Station,8.83,35.17,660,9500,21000,1,1,Merged Data,Single Barley,1,1997,11,148.0,WOFOST,1
Kasserine,3,Barley,Tunisia,4.26,6.359999999999999,Station,8.83,35.17,660,9500,21000,1,3,Merged Data,Single Barley,1,1998,11,165.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.61,4.404999999999999,Station,8.83,35.17,660,9500,21000,2,2,Merged Data,Single Barley,1,1999,11,149.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.82,4.824999999999999,Station,8.83,35.17,660,9500,21000,1,1,Merged Data,Single Barley,1,2000,11,160.0,WOFOST,1
Kasserine,3,Barley,Tunisia,4.29,6.52,Station,8.83,35.17,660,9500,21000,3,1,Merged Data,Single Barley,1,2001,11,162.0,WOFOST,1
Kasserine,3,Barley,Tunisia,4.13,6.675,Station,8.83,35.17,660,9500,21000,3,4,Merged Data,Single Barley,1,2002,11,171.0,WOFOST,1
Kasserine,3,Barley,Tunisia,2.82,4.79,Station,8.83,35.17,660,9500,21000,2,5,Merged Data,Single Barley,1,2003,11,150.0,WOFOST,1
Kasserine,3,Barley,Tunisia,4.21,5.595000000000001,Station,8.83,35.17,660,9500,21000,3,2,Merged Data,Single Barley,1,2004,11,151.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.96,5.48,Station,8.83,35.17,660,9500,21000,1,5,Merged Data,Single Barley,1,2005,11,162.0,WOFOST,1
Kasserine,3,Barley,Tunisia,2.95,6.105,Station,8.83,35.17,660,9500,21000,3,3,Merged Data,Single Barley,1,2006,11,154.0,WOFOST,1
Kasserine,3,Barley,Tunisia,4.01,5.19,Station,8.83,35.17,660,9500,21000,3,4,Merged Data,Single Barley,1,2007,11,173.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.91,6.404999999999999,Station,8.83,35.17,660,9500,21000,1,4,Merged Data,Single Barley,1,2008,11,156.0,WOFOST,1
Kasserine,3,Barley,Tunisia,4.6,5.605,Station,8.83,35.17,660,9500,21000,2,1,Merged Data,Single Barley,1,2009,11,161.0,WOFOST,1
Kasserine,3,Barley,Tunisia,4.51,6.135,Station,8.83,35.17,660,9500,21000,3,2,Merged Data,Single Barley,1,2010,11,165.0,WOFOST,1
Kasserine,3,Barley,Tunisia,4.61,6.56,Station,8.83,35.17,660,9500,21000,3,1,Merged Data,Single Barley,1,2011,11,170.0,WOFOST,1
Kasserine,3,Barley,Tunisia,3.48,5.965,Station,8.83,35.17,660,9500,21000,2,5,Merged Data,Single Barley,1,2012,11,148.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.56,3.655,Station,8.78,34.42,300,8700,20000,3,4,Merged Data,Single Olives,1,1990,3,380.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.44,4.734999999999999,Station,8.78,34.42,300,8700,20000,2,1,Merged Data,Single Olives,1,1991,3,355.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.24,3.195,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Olives,1,1992,3,355.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.72,3.83,Station,8.78,34.42,300,8700,20000,2,2,Merged Data,Single Olives,1,1993,3,362.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.4,3.64,Station,8.78,34.42,300,8700,20000,3,4,Merged Data,Single Olives,1,1994,3,380.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.54,3.94,Station,8.78,34.42,300,8700,20000,1,4,Merged Data,Single Olives,1,1995,3,371.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.18,3.255,Station,8.78,34.42,300,8700,20000,2,3,Merged Data,Single Olives,1,1996,3,369.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.28,3.555,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Olives,1,1997,3,375.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.75,3.74,Station,8.78,34.42,300,8700,20000,3,2,Merged Data,Single Olives,1,1998,3,370.0,WOFOST,1
Gafsa,3,Olives,Tunisia,3.01,4.595,Station,8.78,34.42,300,8700,20000,1,5,Merged Data,Single Olives,1,1999,3,378.0,WOFOST,1
Gafsa,3,Olives,Tunisia,3.16,3.62,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Olives,1,2000,3,378.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.82,3.36,Station,8.78,34.42,300,8700,20000,2,2,Merged Data,Single Olives,1,2001,3,368.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.68,3.29,Station,8.78,34.42,300,8700,20000,2,3,Merged Data,Single Olives,1,2002,3,360.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.78,3.825,Station,8.78,34.42,300,8700,20000,1,2,Merged Data,Single Olives,1,2003,3,373.0,WOFOST,1
Gafsa,3,Olives,Tunisia,3.38,4.81,Station,8.78,34.42,300,8700,20000,2,2,Merged Data,Single Olives,1,2004,3,360.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.06,3.18,Station,8.78,34.42,300,8700,20000,1,3,Merged Data,Single Olives,1,2005,3,360.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.44,3.86,Station,8.78,34.42,300,8700,20000,2,3,Merged Data,Single Olives,1,2006,3,356.0,WOFOST,1
Gafsa,3,Olives,Tunisia,3.03,3.885,Station,8.78,34.42,300,8700,20000,1,1,Merged Data,Single Olives,1,2007,3,372.0,WOFOST,1
Gafsa,3,Olives,Tunisia,3.16,4.86,Station,8.78,34.42,300,8700,20000,2,2,Merged Data,Single Olives,1,2008,3,360.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.64,3.31,Station,8.78,34.42,300,8700,20000,2,4,Merged Data,Single Olives,1,2009,3,361.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.29,4.48,Station,8.78,34.42,300,8700,20000,2,2,Merged Data,Single Olives,1,2010,3,360.0,WOFOST,1
Gafsa,3,Olives,Tunisia,1.87,3.265,Station,8.78,34.42,300,8700,20000,3,2,Merged Data,Single Olives,1,2011,3,350.0,WOFOST,1
Gafsa,3,Olives,Tunisia,2.07,3.525,Station,8.78,34.42,300,8700,20000,3,5,Merged Data,Single Olives,1,2012,3,355.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.14,5.13,Station,8.78,34.42,300,8700,20000,3,1,Merged Data,Single Almonds,1,1990,3,288.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,2.39,4.18,Station,8.78,34.42,300,8700,20000,1,4,Merged Data,Single Almonds,1,1991,3,299.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,2.65,4.945,Station,8.78,34.42,300,8700,20000,2,5,Merged Data,Single Almonds,1,1992,3,312.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,2.99,5.625,Station,8.78,34.42,300,8700,20000,3,4,Merged Data,Single Almonds,1,1993,3,312.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,2.48,4.005,Station,8.78,34.42,300,8700,20000,1,2,Merged Data,Single Almonds,1,1994,3,290.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,4.22,4.96,Station,8.78,34.42,300,8700,20000,1,3,Merged Data,Single Almonds,1,1995,3,295.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.02,4.735,Station,8.78,34.42,300,8700,20000,3,5,Merged Data,Single Almonds,1,1996,3,311.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.78,5.145,Station,8.78,34.42,300,8700,20000,3,2,Merged Data,Single Almonds,1,1997,3,286.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,4.07,5.81,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Almonds,1,1998,3,289.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.04,4.4,Station,8.78,34.42,300,8700,20000,2,1,Merged Data,Single Almonds,1,1999,3,309.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.0,5.04,Station,8.78,34.42,300,8700,20000,1,5,Merged Data,Single Almonds,1,2000,3,305.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.45,5.585,Station,8.78,34.42,300,8700,20000,2,1,Merged Data,Single Almonds,1,2001,3,296.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.34,4.355,Station,8.78,34.42,300,8700,20000,1,1,Merged Data,Single Almonds,1,2002,3,314.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,2.24,3.98,Station,8.78,34.42,300,8700,20000,3,1,Merged Data,Single Almonds,1,2003,3,315.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.54,4.245,Station,8.78,34.42,300,8700,20000,1,2,Merged Data,Single Almonds,1,2004,3,309.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.82,5.99,Station,8.78,34.42,300,8700,20000,1,5,Merged Data,Single Almonds,1,2005,3,305.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,2.46,4.265000000000001,Station,8.78,34.42,300,8700,20000,3,2,Merged Data,Single Almonds,1,2006,3,309.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.94,5.359999999999999,Station,8.78,34.42,300,8700,20000,3,2,Merged Data,Single Almonds,1,2007,3,300.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,2.38,4.035,Station,8.78,34.42,300,8700,20000,3,5,Merged Data,Single Almonds,1,2008,3,306.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,4.09,5.08,Station,8.78,34.42,300,8700,20000,3,5,Merged Data,Single Almonds,1,2009,3,304.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,2.63,4.79,Station,8.78,34.42,300,8700,20000,1,2,Merged Data,Single Almonds,1,2010,3,300.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,3.14,5.04,Station,8.78,34.42,300,8700,20000,3,4,Merged Data,Single Almonds,1,2011,3,285.0,WOFOST,1
Gafsa,3,Almonds,Tunisia,2.32,4.255,Station,8.78,34.42,300,8700,20000,1,5,Merged Data,Single Almonds,1,2012,3,302.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.51,5.91,Station,8.78,34.42,300,8700,20000,3,5,Merged Data,Single Wheat,1,1990,11,156.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,3.83,6.1,Station,8.78,34.42,300,8700,20000,3,2,Merged Data,Single Wheat,1,1991,11,180.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,5.13,6.775,Station,8.78,34.42,300,8700,20000,2,5,Merged Data,Single Wheat,1,1992,11,169.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,2.86,5.37,Station,8.78,34.42,300,8700,20000,2,4,Merged Data,Single Wheat,1,1993,11,171.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,3.37,5.225,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Wheat,1,1994,11,177.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,5.06,6.585,Station,8.78,34.42,300,8700,20000,2,5,Merged Data,Single Wheat,1,1995,11,164.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.05,6.37,Station,8.78,34.42,300,8700,20000,2,1,Merged Data,Single Wheat,1,1996,11,162.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,3.6,5.81,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Wheat,1,1997,11,173.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,3.95,5.84,Station,8.78,34.42,300,8700,20000,1,3,Merged Data,Single Wheat,1,1998,11,173.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.7,6.77,Station,8.78,34.42,300,8700,20000,3,1,Merged Data,Single Wheat,1,1999,11,174.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.17,6.145,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Wheat,1,2000,11,185.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,3.93,6.13,Station,8.78,34.42,300,8700,20000,3,1,Merged Data,Single Wheat,1,2001,11,163.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,3.82,5.495,Station,8.78,34.42,300,8700,20000,2,3,Merged Data,Single Wheat,1,2002,11,167.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,5.05,7.07,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Wheat,1,2003,11,165.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.32,5.15,Station,8.78,34.42,300,8700,20000,1,1,Merged Data,Single Wheat,1,2004,11,169.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,3.18,5.65,Station,8.78,34.42,300,8700,20000,3,1,Merged Data,Single Wheat,1,2005,11,167.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,3.95,6.435,Station,8.78,34.42,300,8700,20000,1,4,Merged Data,Single Wheat,1,2006,11,170.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.46,6.369999999999999,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Wheat,1,2007,11,175.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,5.44,6.485,Station,8.78,34.42,300,8700,20000,1,5,Merged Data,Single Wheat,1,2008,11,161.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.15,5.35,Station,8.78,34.42,300,8700,20000,3,4,Merged Data,Single Wheat,1,2009,11,157.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.14,4.97,Station,8.78,34.42,300,8700,20000,1,3,Merged Data,Single Wheat,1,2010,11,178.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.99,6.815,Station,8.78,34.42,300,8700,20000,3,5,Merged Data,Single Wheat,1,2011,11,155.0,WOFOST,1
Gafsa,3,Wheat,Tunisia,4.08,6.22,Station,8.78,34.42,300,8700,20000,3,5,Merged Data,Single Wheat,1,2012,11,159.0,WOFOST,1
Gafsa,3,Barley,Tunisia,4.48,6.51,Station,8.78,34.42,300,8700,20000,1,4,Merged Data,Single Barley,1,1990,11,149.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.21,5.64,Station,8.78,34.42,300,8700,20000,3,3,Merged Data,Single Barley,1,1991,11,160.0,WOFOST,1
Gafsa,3,Barley,Tunisia,4.3,5.25,Station,8.78,34.42,300,8700,20000,1,4,Merged Data,Single Barley,1,1992,11,162.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.51,4.635,Station,8.78,34.42,300,8700,20000,3,4,Merged Data,Single Barley,1,1993,11,155.0,WOFOST,1
Gafsa,3,Barley,Tunisia,2.54,4.645,Station,8.78,34.42,300,8700,20000,2,5,Merged Data,Single Barley,1,1994,11,150.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.49,5.735,Station,8.78,34.42,300,8700,20000,2,2,Merged Data,Single Barley,1,1995,11,154.0,WOFOST,1
Gafsa,3,Barley,Tunisia,4.7,6.055,Station,8.78,34.42,300,8700,20000,1,2,Merged Data,Single Barley,1,1996,11,158.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.35,5.385,Station,8.78,34.42,300,8700,20000,2,2,Merged Data,Single Barley,1,1997,11,160.0,WOFOST,1
Gafsa,3,Barley,Tunisia,4.57,6.125,Station,8.78,34.42,300,8700,20000,2,3,Merged Data,Single Barley,1,1998,11,174.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.93,5.53,Station,8.78,34.42,300,8700,20000,3,4,Merged Data,Single Barley,1,1999,11,149.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.87,6.24,Station,8.78,34.42,300,8700,20000,3,2,Merged Data,Single Barley,1,2000,11,166.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.96,5.665,Station,8.78,34.42,300,8700,20000,3,5,Merged Data,Single Barley,1,2001,11,154.0,WOFOST,1
Gafsa,3,Barley,Tunisia,2.79,5.005000000000001,Station,8.78,34.42,300,8700,20000,3,1,Merged Data,Single Barley,1,2002,11,162.0,WOFOST,1
Gafsa,3,Barley,Tunisia,4.04,5.18,Station,8.78,34.42,300,8700,20000,2,1,Merged Data,Single Barley,1,2003,11,175.0,WOFOST,1
Gafsa,3,Barley,Tunisia,2.71,5.065,Station,8.78,34.42,300,8700,20000,2,3,Merged Data,Single Barley,1,2004,11,147.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.63,4.795,Station,8.78,34.42,300,8700,20000,2,4,Merged Data,Single Barley,1,2005,11,163.0,WOFOST,1
Gafsa,3,Barley,Tunisia,2.65,4.875,Station,8.78,34.42,300,8700,20000,1,3,Merged Data,Single Barley,1,2006,11,172.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.42,5.85,Station,8.78,34.42,300,8700,20000,2,2,Merged Data,Single Barley,1,2007,11,157.0,WOFOST,1
Gafsa,3,Barley,Tunisia,4.1,6.34,Station,8.78,34.42,300,8700,20000,1,3,Merged Data,Single Barley,1,2008,11,155.0,WOFOST,1
Gafsa,3,Barley,Tunisia,4.8,5.775,Station,8.78,34.42,300,8700,20000,3,2,Merged Data,Single Barley,1,2009,11,166.0,WOFOST,1
Gafsa,3,Barley,Tunisia,3.63,4.755000000000001,Station,8.78,34.42,300,8700,20000,1,3,Merged Data,Single Barley,1,2010,11,165.0,WOFOST,1
Gafsa,3,Barley,Tunisia,2.72,4.94,Station,8.78,34.42,300,8700,20000,2,4,Merged Data,Single Barley,1,2011,11,151.0,WOFOST,1
Gafsa,3,Barley,Tunisia,4.9,6.175,Station,8.78,34.42,300,8700,20000,2,1,Merged Data,Single Barley,1,2012,11,152.0,WOFOST,1
Medenine,3,Olives,Tunisia,3.14,4.455,Station,10.5,33.36,220,9200,21500,1,1,Merged Data,Single Olives,1,1990,3,351.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.93,4.375,Station,10.5,33.36,220,9200,21500,3,5,Merged Data,Single Olives,1,1991,3,350.0,WOFOST,1
Medenine,3,Olives,Tunisia,1.75,3.015,Station,10.5,33.36,220,9200,21500,1,4,Merged Data,Single Olives,1,1992,3,373.0,WOFOST,1
Medenine,3,Olives,Tunisia,1.96,3.02,Station,10.5,33.36,220,9200,21500,1,5,Merged Data,Single Olives,1,1993,3,354.0,WOFOST,1
Medenine,3,Olives,Tunisia,3.23,4.79,Station,10.5,33.36,220,9200,21500,1,1,Merged Data,Single Olives,1,1994,3,377.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.21,3.635,Station,10.5,33.36,220,9200,21500,2,3,Merged Data,Single Olives,1,1995,3,373.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.12,3.565,Station,10.5,33.36,220,9200,21500,2,1,Merged Data,Single Olives,1,1996,3,353.0,WOFOST,1
Medenine,3,Olives,Tunisia,3.21,3.785,Station,10.5,33.36,220,9200,21500,1,4,Merged Data,Single Olives,1,1997,3,372.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.36,4.295,Station,10.5,33.36,220,9200,21500,2,1,Merged Data,Single Olives,1,1998,3,361.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.28,3.81,Station,10.5,33.36,220,9200,21500,2,3,Merged Data,Single Olives,1,1999,3,356.0,WOFOST,1
Medenine,3,Olives,Tunisia,3.69,4.915,Station,10.5,33.36,220,9200,21500,3,1,Merged Data,Single Olives,1,2000,3,376.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.38,2.89,Station,10.5,33.36,220,9200,21500,2,4,Merged Data,Single Olives,1,2001,3,353.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.09,3.285,Station,10.5,33.36,220,9200,21500,3,4,Merged Data,Single Olives,1,2002,3,366.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.83,4.19,Station,10.5,33.36,220,9200,21500,1,1,Merged Data,Single Olives,1,2003,3,371.0,WOFOST,1
Medenine,3,Olives,Tunisia,1.66,3.12,Station,10.5,33.36,220,9200,21500,3,5,Merged Data,Single Olives,1,2004,3,360.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.39,4.265000000000001,Station,10.5,33.36,220,9200,21500,2,1,Merged Data,Single Olives,1,2005,3,366.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.49,4.529999999999999,Station,10.5,33.36,220,9200,21500,3,1,Merged Data,Single Olives,1,2006,3,374.0,WOFOST,1
Medenine,3,Olives,Tunisia,1.78,2.705,Station,10.5,33.36,220,9200,21500,3,4,Merged Data,Single Olives,1,2007,3,368.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.84,3.955,Station,10.5,33.36,220,9200,21500,1,5,Merged Data,Single Olives,1,2008,3,357.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.62,4.02,Station,10.5,33.36,220,9200,21500,1,3,Merged Data,Single Olives,1,2009,3,363.0,WOFOST,1
Medenine,3,Olives,Tunisia,1.96,2.975,Station,10.5,33.36,220,9200,21500,2,2,Merged Data,Single Olives,1,2010,3,371.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.36,3.72,Station,10.5,33.36,220,9200,21500,3,2,Merged Data,Single Olives,1,2011,3,360.0,WOFOST,1
Medenine,3,Olives,Tunisia,2.58,4.13,Station,10.5,33.36,220,9200,21500,2,3,Merged Data,Single Olives,1,2012,3,355.0,WOFOST,1
Medenine,3,Almonds,Tunisia,2.41,3.83,Station,10.5,33.36,220,9200,21500,2,5,Merged Data,Single Almonds,1,1990,3,311.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.81,4.945,Station,10.5,33.36,220,9200,21500,2,3,Merged Data,Single Almonds,1,1991,3,310.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.45,4.305,Station,10.5,33.36,220,9200,21500,3,4,Merged Data,Single Almonds,1,1992,3,315.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.11,4.365,Station,10.5,33.36,220,9200,21500,1,3,Merged Data,Single Almonds,1,1993,3,310.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.24,5.195,Station,10.5,33.36,220,9200,21500,2,5,Merged Data,Single Almonds,1,1994,3,298.0,WOFOST,1
Medenine,3,Almonds,Tunisia,2.97,5.41,Station,10.5,33.36,220,9200,21500,3,4,Merged Data,Single Almonds,1,1995,3,290.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.0,5.46,Station,10.5,33.36,220,9200,21500,1,5,Merged Data,Single Almonds,1,1996,3,285.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.93,5.49,Station,10.5,33.36,220,9200,21500,2,5,Merged Data,Single Almonds,1,1997,3,308.0,WOFOST,1
Medenine,3,Almonds,Tunisia,2.34,4.4,Station,10.5,33.36,220,9200,21500,3,3,Merged Data,Single Almonds,1,1998,3,294.0,WOFOST,1
Medenine,3,Almonds,Tunisia,2.96,4.140000000000001,Station,10.5,33.36,220,9200,21500,2,5,Merged Data,Single Almonds,1,1999,3,312.0,WOFOST,1
Medenine,3,Almonds,Tunisia,4.21,5.24,Station,10.5,33.36,220,9200,21500,3,1,Merged Data,Single Almonds,1,2000,3,285.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.31,4.835,Station,10.5,33.36,220,9200,21500,2,3,Merged Data,Single Almonds,1,2001,3,297.0,WOFOST,1
Medenine,3,Almonds,Tunisia,2.62,4.125,Station,10.5,33.36,220,9200,21500,2,5,Merged Data,Single Almonds,1,2002,3,303.0,WOFOST,1
Medenine,3,Almonds,Tunisia,2.63,4.11,Station,10.5,33.36,220,9200,21500,2,3,Merged Data,Single Almonds,1,2003,3,314.0,WOFOST,1
Medenine,3,Almonds,Tunisia,4.4,5.455,Station,10.5,33.36,220,9200,21500,1,2,Merged Data,Single Almonds,1,2004,3,297.0,WOFOST,1
Medenine,3,Almonds,Tunisia,2.21,4.175,Station,10.5,33.36,220,9200,21500,3,3,Merged Data,Single Almonds,1,2005,3,299.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.3,5.4,Station,10.5,33.36,220,9200,21500,3,4,Merged Data,Single Almonds,1,2006,3,291.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.93,5.735,Station,10.5,33.36,220,9200,21500,2,4,Merged Data,Single Almonds,1,2007,3,306.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.09,5.285,Station,10.5,33.36,220,9200,21500,3,5,Merged Data,Single Almonds,1,2008,3,311.0,WOFOST,1
Medenine,3,Almonds,Tunisia,2.83,3.71,Station,10.5,33.36,220,9200,21500,1,5,Merged Data,Single Almonds,1,2009,3,289.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.07,5.555,Station,10.5,33.36,220,9200,21500,1,1,Merged Data,Single Almonds,1,2010,3,300.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.66,5.965,Station,10.5,33.36,220,9200,21500,2,3,Merged Data,Single Almonds,1,2011,3,313.0,WOFOST,1
Medenine,3,Almonds,Tunisia,3.92,5.46,Station,10.5,33.36,220,9200,21500,1,1,Merged Data,Single Almonds,1,2012,3,306.0,WOFOST,1
Medenine,3,Wheat,Tunisia,3.73,5.46,Station,10.5,33.36,220,9200,21500,1,5,Merged Data,Single Wheat,1,1990,11,164.0,WOFOST,1
Medenine,3,Wheat,Tunisia,4.35,6.115,Station,10.5,33.36,220,9200,21500,2,2,Merged Data,Single Wheat,1,1991,11,160.0,WOFOST,1
